step time temp atoms pxx pyy pzz lx ly lz upper_cmz
437000 437000 300.308767761222 31000 -10406.1357875493 -10503.5276293989 -8842.27592813776 70.710678 70.710678 150 21.0964245685405 
438000 438000 298.693161049056 31000 -10168.3982572866 -10270.6885721679 -8723.88794951372 70.710678 70.710678 150 21.0158739818288 
439000 439000 296.594838047447 31000 -10424.0693803022 -10319.3667110154 -8843.22523121896 70.710678 70.710678 150 21.0076030240916 
440000 440000 297.050550968826 31000 -10242.7729089587 -10346.9427730846 -9026.93967422186 70.710678 70.710678 150 21.0393985080811 
441000 441000 297.049568741289 31000 -10399.2775980334 -10324.2834739953 -8799.10981336207 70.710678 70.710678 150 21.0232123667125 
442000 442000 302.21380414008 31000 -10399.9403173475 -10415.6489052777 -8920.10927241455 70.710678 70.710678 150 21.0198292395542 
443000 443000 299.552000151477 31000 -10430.2421514716 -10239.094216937 -8843.17243286267 70.710678 70.710678 150 21.0550941420449 
444000 444000 301.038515100626 31000 -10549.4322767325 -10263.4485086382 -8883.63548066892 70.710678 70.710678 150 21.0849725968706 
445000 445000 299.434936430117 31000 -10279.9925416225 -10412.8504359239 -8781.35838459991 70.710678 70.710678 150 21.0778995215664 
446000 446000 302.353240484962 31000 -10304.1809479138 -10341.0321067304 -8872.21786265424 70.710678 70.710678 150 21.1186439674064 
447000 447000 298.937389897488 31000 -10343.1022047987 -10174.3013409466 -8772.03047712433 70.710678 70.710678 150 21.0877621070576 
448000 448000 296.426042363294 31000 -10379.3168704596 -10403.4811854887 -8878.95502004827 70.710678 70.710678 150 21.100593789764 
449000 449000 299.710872186909 31000 -10472.6645643542 -10454.4603679975 -8820.68608709183 70.710678 70.710678 150 21.1193180973327 
450000 450000 299.700095121022 31000 -10511.6641275575 -10510.4486926313 -8848.30345118442 70.710678 70.710678 150 21.0905049774493 
451000 451000 297.984390359498 31000 -10412.6042934401 -10573.894400838 -8776.55087550439 70.710678 70.710678 150 21.0635770292829 
452000 452000 299.217118311418 31000 -10497.5592490607 -10502.490644714 -9039.68879616805 70.710678 70.710678 150 21.0251406323819 
453000 453000 303.987134968212 31000 -10370.7933720096 -10454.1398102798 -8893.87911889278 70.710678 70.710678 150 20.9511042000026 
454000 454000 300.039407259214 31000 -10402.7557843437 -10395.2095979302 -8794.36765922779 70.710678 70.710678 150 20.9351082078853 
455000 455000 299.011662523584 31000 -10408.73029162 -10443.4659115913 -8862.57473320207 70.710678 70.710678 150 20.8823490284768 
456000 456000 299.292471940314 31000 -10374.8268237647 -10415.619742756 -8892.68632215255 70.710678 70.710678 150 20.8952602271796 
457000 457000 299.501431779244 31000 -10326.4598426199 -10417.5277542291 -8869.26028619733 70.710678 70.710678 150 20.9051246509871 
458000 458000 301.948218751776 31000 -10393.8018065576 -10390.4214822225 -8811.04254573867 70.710678 70.710678 150 20.903561168479 
459000 459000 299.655494033127 31000 -10429.2093202557 -10394.9273277626 -8841.20859374251 70.710678 70.710678 150 20.9063921102377 
460000 460000 301.405870372252 31000 -10432.8281176031 -10439.6351565749 -8832.03309566074 70.710678 70.710678 150 20.8798833924354 
461000 461000 301.673824135212 31000 -10417.3956073158 -10335.7595485587 -8897.99000311857 70.710678 70.710678 150 20.8807875467928 
462000 462000 296.564196622064 31000 -10437.1503988467 -10352.5401519733 -8764.60028568002 70.710678 70.710678 150 20.8856454584399 
463000 463000 299.53301030828 31000 -10398.7553484913 -10413.4967745306 -8843.39114980423 70.710678 70.710678 150 20.9495823880086 
464000 464000 298.185603187336 31000 -10330.079034072 -10154.1206297799 -9006.1114062667 70.710678 70.710678 150 20.9690162032299 
465000 465000 300.200144101053 31000 -10260.4702395412 -10389.6349085009 -8802.95934228632 70.710678 70.710678 150 20.9925108348324 
466000 466000 301.449788744878 31000 -10335.6112495856 -10316.6506648557 -8801.40799388922 70.710678 70.710678 150 21.0488694502298 
467000 467000 303.516084739542 31000 -10298.669056501 -10419.3797462644 -8943.35238860775 70.710678 70.710678 150 21.0795299980815 
468000 468000 297.823424302499 31000 -10399.5780817837 -10352.3745131923 -8793.91562904888 70.710678 70.710678 150 21.1180477715078 
469000 469000 297.486830574234 31000 -10437.765055912 -10433.4884513373 -8956.44774165658 70.710678 70.710678 150 21.1242779941059 
470000 470000 300.987477925275 31000 -10281.853208076 -10365.3591323964 -8712.05618750359 70.710678 70.710678 150 21.112631087752 
471000 471000 300.291188255298 31000 -10380.8370071687 -10230.4031334889 -8801.88073642083 70.710678 70.710678 150 21.0671786012582 
472000 472000 301.874233361553 31000 -10559.2127924171 -10397.5783554988 -8699.04273240864 70.710678 70.710678 150 21.0553336121806 
473000 473000 303.688846585632 31000 -10363.1696838611 -10452.2125216888 -8763.89596512927 70.710678 70.710678 150 21.0406258456884 
474000 474000 300.083059570394 31000 -10322.1546300818 -10377.5350458179 -8844.424110404 70.710678 70.710678 150 21.0684717983802 
475000 475000 299.672681500243 31000 -10454.9475537027 -10450.7479766123 -8779.70525389387 70.710678 70.710678 150 21.101057280918 
476000 476000 302.031176071454 31000 -10291.998070269 -10343.4092164604 -8882.80153441801 70.710678 70.710678 150 21.1425471318996 
477000 477000 299.655010118168 31000 -10537.2746821039 -10460.1004851213 -9031.10611087543 70.710678 70.710678 150 21.2177132333126 
478000 478000 298.630103237519 31000 -10437.2632423688 -10472.2444347363 -8864.70799119045 70.710678 70.710678 150 21.2183144521602 
479000 479000 301.214757297333 31000 -10464.5539573422 -10390.5626000208 -8860.93823407053 70.710678 70.710678 150 21.227858909977 
480000 480000 298.400237050316 31000 -10503.403819454 -10421.1668463212 -8946.34442388572 70.710678 70.710678 150 21.2519513081171 
481000 481000 300.86460338606 31000 -10395.6189585199 -10420.76634564 -9014.71150337788 70.710678 70.710678 150 21.1909501254951 
482000 482000 298.298594957984 31000 -10420.8787279333 -10544.7025139436 -8815.20697543067 70.710678 70.710678 150 21.1892664633514 
483000 483000 300.04761083932 31000 -10406.2141872988 -10579.4455538903 -8994.48553193053 70.710678 70.710678 150 21.173276527052 
484000 484000 304.319945319155 31000 -10359.4809903106 -10449.965307391 -8896.85758039341 70.710678 70.710678 150 21.067358573741 
485000 485000 301.954588802774 31000 -10306.5317549107 -10375.4084790834 -8795.12658014522 70.710678 70.710678 150 21.020701826479 
486000 486000 299.144663321977 31000 -10476.9274219186 -10326.5232076498 -8965.89528733943 70.710678 70.710678 150 21.034963189615 
487000 487000 299.379000045095 31000 -10517.6023342327 -10332.6820815997 -8671.38557319867 70.710678 70.710678 150 21.0479059493706 
488000 488000 296.732949138667 31000 -10321.8115738585 -10390.6959003711 -8868.07329056264 70.710678 70.710678 150 21.1503514892778 
489000 489000 301.260062579863 31000 -10355.9039738073 -10477.2784399286 -8855.73928837636 70.710678 70.710678 150 21.1714263066449 
490000 490000 302.267077251698 31000 -10290.611403991 -10359.4821950079 -8694.3104978358 70.710678 70.710678 150 21.1938662652055 
491000 491000 300.852366401244 31000 -10396.118298698 -10288.564738817 -8906.66586211635 70.710678 70.710678 150 21.2509067302754 
492000 492000 298.660061514757 31000 -10464.116846475 -10390.4843422527 -8912.14059627294 70.710678 70.710678 150 21.2890890836031 
493000 493000 297.903848532752 31000 -10433.6222561745 -10362.6458529671 -8902.32186080825 70.710678 70.710678 150 21.2406566702509 
494000 494000 297.247757222357 31000 -10425.1166470767 -10490.8000366246 -8977.43453975837 70.710678 70.710678 150 21.1853308548766 
495000 495000 298.466210864522 31000 -10347.1478379947 -10348.2528163678 -8805.40848014008 70.710678 70.710678 150 21.0854835689556 
496000 496000 301.033954075357 31000 -10371.288057729 -10338.6749241188 -8717.08861983171 70.710678 70.710678 150 20.9937760431483 
497000 497000 300.337589639976 31000 -10322.4402912305 -10402.5220300739 -8855.14907775769 70.710678 70.710678 150 20.9156540952639 
498000 498000 300.822956428812 31000 -10324.1575598509 -10278.9747597189 -8763.84533864188 70.710678 70.710678 150 20.9065887073039 
499000 499000 301.938863766323 31000 -10381.0861790496 -10411.5483510161 -8903.93657295189 70.710678 70.710678 150 20.9238406513828 
500000 500000 301.109344219119 31000 -10345.2168156395 -10482.3663512528 -8750.12168723775 70.710678 70.710678 150 20.9859822139597 
501000 501000 300.49564480889 31000 -10416.7181356999 -10523.7582664811 -8900.86085377486 70.710678 70.710678 150 21.0219740834968 
502000 502000 299.416785755386 31000 -10331.3241440015 -10436.7102726494 -8789.42810356096 70.710678 70.710678 150 21.0465125057378 
503000 503000 301.10222474962 31000 -10279.9276297314 -10417.8766073653 -8838.82511507993 70.710678 70.710678 150 21.0663034354299 
504000 504000 297.695012404276 31000 -10262.3375364284 -10333.2157298182 -8910.89471518612 70.710678 70.710678 150 21.1296677498304 
505000 505000 299.433322774058 31000 -10231.5162235939 -10311.3236217965 -8904.71772461184 70.710678 70.710678 150 21.1978192297838 
506000 506000 301.257599784127 31000 -10376.0315299665 -10446.9336108945 -8916.10639466627 70.710678 70.710678 150 21.2165895603223 
507000 507000 301.793891459535 31000 -10307.3705030748 -10411.4015347171 -8826.59887098779 70.710678 70.710678 150 21.2511962356377 
508000 508000 298.574985422768 31000 -10323.8696873945 -10294.7061899746 -8872.19110708512 70.710678 70.710678 150 21.2566737308719 
509000 509000 299.680247027995 31000 -10291.8423261978 -10491.1865345824 -8751.6125400623 70.710678 70.710678 150 21.2552657885589 
510000 510000 299.293344896485 31000 -10499.2500036086 -10435.8645743704 -8868.7212970863 70.710678 70.710678 150 21.2857591995502 
511000 511000 299.2152821026 31000 -10591.4971103903 -10536.2496018373 -8923.24647050512 70.710678 70.710678 150 21.3370660582488 
512000 512000 299.068729980251 31000 -10445.50605455 -10449.4286180598 -8875.92331405417 70.710678 70.710678 150 21.2733589583639 
513000 513000 302.144771538567 31000 -10354.7077141998 -10518.2757988026 -8918.43093878477 70.710678 70.710678 150 21.2101087299063 
514000 514000 300.722760400276 31000 -10398.863123047 -10404.1148727639 -8872.63258043761 70.710678 70.710678 150 21.0897884110398 
515000 515000 297.411932144212 31000 -10337.3268312252 -10334.312241926 -8813.56806064393 70.710678 70.710678 150 20.9805854456049 
516000 516000 300.640986061872 31000 -10298.559582145 -10399.773607217 -8820.15556653352 70.710678 70.710678 150 20.8234962871366 
517000 517000 299.246722424989 31000 -10308.0182306797 -10461.6479915221 -8826.24849337476 70.710678 70.710678 150 20.7512281475299 
518000 518000 299.808913026124 31000 -10308.4626901042 -10200.7570387044 -8685.4355843 70.710678 70.710678 150 20.7123893973458 
519000 519000 297.746250157425 31000 -10356.4592283072 -10309.686933322 -8778.52556657587 70.710678 70.710678 150 20.7415986117183 
520000 520000 299.946993306119 31000 -10424.4848872135 -10363.315536333 -8784.79620896981 70.710678 70.710678 150 20.7875850143244 
521000 521000 300.374296501981 31000 -10304.3551869372 -10274.4685316778 -8802.35892586729 70.710678 70.710678 150 20.8710521457104 
522000 522000 300.328446471492 31000 -10404.9105237808 -10400.1806984416 -8785.91427940894 70.710678 70.710678 150 20.9342794053761 
523000 523000 299.475047050903 31000 -10303.3711134461 -10486.6441508136 -9033.16308064282 70.710678 70.710678 150 21.0594107027951 
524000 524000 297.430169721198 31000 -10338.3112949932 -10416.2282660552 -8901.32216654518 70.710678 70.710678 150 21.1953807369709 
525000 525000 295.875662771023 31000 -10302.2416146891 -10311.5689163175 -8989.61908580607 70.710678 70.710678 150 21.2584034633679 
526000 526000 300.884220884509 31000 -10453.8131313768 -10442.9024108464 -9063.22249676062 70.710678 70.710678 150 21.272591067875 
527000 527000 300.900209170412 31000 -10408.340152951 -10372.0111475224 -8883.61189891571 70.710678 70.710678 150 21.2569017828215 
528000 528000 302.784484952243 31000 -10281.1194762519 -10499.622745869 -8874.58833456838 70.710678 70.710678 150 21.2185087417635 
529000 529000 297.728077779835 31000 -10392.7144167012 -10233.630222907 -8768.44989060312 70.710678 70.710678 150 21.1942594286674 
530000 530000 300.208622322695 31000 -10422.5532993184 -10589.5694572212 -8918.70956508126 70.710678 70.710678 150 21.2357825834772 
531000 531000 297.867933729051 31000 -10288.490738929 -10325.3911186523 -8830.51569964366 70.710678 70.710678 150 21.2360313869526 
532000 532000 302.256276297599 31000 -10468.9426924472 -10406.6244934528 -8880.36085210109 70.710678 70.710678 150 21.2222818209859 
533000 533000 299.524011196077 31000 -10250.9119058368 -10369.2332224218 -8926.22779323616 70.710678 70.710678 150 21.1769266800489 
534000 534000 300.547848428591 31000 -10349.7700884362 -10247.24147774 -8771.32508435224 70.710678 70.710678 150 21.1594541308311 
535000 535000 300.436893717647 31000 -10428.4751065238 -10415.4027171549 -8852.18079189467 70.710678 70.710678 150 21.1754455922011 
536000 536000 299.160218248583 31000 -10402.6384197229 -10344.1264865133 -8907.14115816633 70.710678 70.710678 150 21.2055536686915 
537000 537000 299.252694656445 31000 -10443.8140470436 -10603.5573355743 -8882.66079206686 70.710678 70.710678 150 21.1755152052187 
538000 538000 301.43447731884 31000 -10409.5102411197 -10327.9942161924 -8762.17746449561 70.710678 70.710678 150 21.185361516317 
539000 539000 301.044482988042 31000 -10400.1036780161 -10289.2640904258 -8914.00964275362 70.710678 70.710678 150 21.1110729058344 
540000 540000 302.428919110224 31000 -10417.643114216 -10470.4652620837 -8781.20798553804 70.710678 70.710678 150 21.1589419779211 
541000 541000 299.902757684647 31000 -10489.7301281457 -10361.4364236678 -8823.57615195021 70.710678 70.710678 150 21.2109024512876 
542000 542000 299.673625791343 31000 -10480.9619541773 -10352.9422221441 -9159.9440633969 70.710678 70.710678 150 21.2708161650469 
543000 543000 298.978710683087 31000 -10470.9822779995 -10358.2303668452 -8901.29982436416 70.710678 70.710678 150 21.1415404864955 
544000 544000 300.756209353878 31000 -10464.8915934659 -10332.4692055007 -8869.67471777498 70.710678 70.710678 150 21.0736015303511 
545000 545000 298.744280272072 31000 -10340.388237169 -10373.5897871086 -8845.94120906427 70.710678 70.710678 150 21.05282307292 
546000 546000 300.267187827289 31000 -10397.7922818036 -10354.7612441666 -8852.72693008166 70.710678 70.710678 150 21.0022655680024 
547000 547000 301.892274080451 31000 -10504.8654537605 -10425.2130572537 -9008.52634567547 70.710678 70.710678 150 21.0104957259393 
548000 548000 301.587618439383 31000 -10397.9713583481 -10401.6682376663 -8920.97543904004 70.710678 70.710678 150 21.0318163731489 
549000 549000 297.843193322967 31000 -10422.5064381174 -10376.5259085578 -8868.54816444737 70.710678 70.710678 150 21.0299977496656 
550000 550000 299.461012780786 31000 -10458.4912166992 -10437.4432633187 -8976.29375892043 70.710678 70.710678 150 21.0251473283586 
551000 551000 300.654801388257 31000 -10422.4423990026 -10498.785253895 -8769.45096111998 70.710678 70.710678 150 21.0915297343292 
552000 552000 301.821862660423 31000 -10341.0238454469 -10345.2700419245 -8835.03040219729 70.710678 70.710678 150 21.1725580975811 
553000 553000 301.20246720897 31000 -10411.1006439714 -10301.4619569863 -8898.59309719322 70.710678 70.710678 150 21.2468313908884 
554000 554000 302.374599313249 31000 -10371.1773313897 -10459.7063164937 -8816.01789302217 70.710678 70.710678 150 21.3827100817374 
555000 555000 302.180104581201 31000 -10470.3117350502 -10361.9266937885 -8927.17427508711 70.710678 70.710678 150 21.48108411253 
556000 556000 302.523711512126 31000 -10388.577836062 -10428.6146432849 -8962.41348794069 70.710678 70.710678 150 21.4404778296275 
557000 557000 299.247005240591 31000 -10483.1624901874 -10348.8737043407 -8979.56516129413 70.710678 70.710678 150 21.4492194522526 
558000 558000 301.625782208071 31000 -10451.7456549721 -10497.9307473662 -8972.36751344785 70.710678 70.710678 150 21.4274429060722 
559000 559000 299.083549475294 31000 -10349.9880959874 -10443.2326414519 -8911.6775233863 70.710678 70.710678 150 21.2642552053814 
560000 560000 297.814553719616 31000 -10573.0342657341 -10372.9601299058 -8919.47012760576 70.710678 70.710678 150 21.1431946745513 
561000 561000 302.135697133213 31000 -10266.8830095069 -10390.2974162781 -8732.29898370851 70.710678 70.710678 150 21.0521364570343 
562000 562000 301.027232163926 31000 -10331.6141991128 -10274.827582483 -8804.29618479216 70.710678 70.710678 150 20.9644746181053 
563000 563000 300.190057780635 31000 -10252.1682176429 -10391.4285771024 -8753.03558307441 70.710678 70.710678 150 20.9078616055357 
564000 564000 304.427537120952 31000 -10281.1847504079 -10404.0369227755 -8646.40392870666 70.710678 70.710678 150 20.9291681066693 
565000 565000 299.757566317855 31000 -10388.0234098176 -10334.0220253939 -8990.6241417927 70.710678 70.710678 150 20.9933606019825 
566000 566000 298.864850489977 31000 -10363.9611672857 -10405.2385992775 -8682.55900263601 70.710678 70.710678 150 20.971524330802 
567000 567000 300.248255812751 31000 -10439.9451910509 -10444.8723759998 -8969.41414213514 70.710678 70.710678 150 21.0688410090755 
568000 568000 299.863272554148 31000 -10393.7165077204 -10358.2803995059 -8910.82901344754 70.710678 70.710678 150 21.1152308237974 
569000 569000 300.036449392854 31000 -10324.4622072999 -10386.7333922319 -8881.76594902095 70.710678 70.710678 150 21.1887781764475 
570000 570000 303.305005958053 31000 -10360.1333056941 -10336.1028844593 -8979.03774497258 70.710678 70.710678 150 21.3023975453708 
571000 571000 300.743795386101 31000 -10523.2513339364 -10503.6731746467 -8971.04151067254 70.710678 70.710678 150 21.4715262587093 
572000 572000 301.644323829405 31000 -10454.5111590942 -10406.8570658935 -8972.6096267163 70.710678 70.710678 150 21.5240042194036 
573000 573000 299.162008576435 31000 -10468.7669646651 -10334.7023646281 -9013.83217114619 70.710678 70.710678 150 21.482287694996 
574000 574000 299.18790077597 31000 -10476.9459195901 -10372.0476018852 -8953.31698932931 70.710678 70.710678 150 21.332997533861 
575000 575000 298.776340284212 31000 -10466.0755179829 -10412.1346466692 -8938.99525078398 70.710678 70.710678 150 21.2538087207805 
576000 576000 300.074974080469 31000 -10372.777629871 -10428.2898358992 -8768.06915332042 70.710678 70.710678 150 21.1509906064044 
577000 577000 301.626926486096 31000 -10336.3101982755 -10409.2462066063 -8754.31687062617 70.710678 70.710678 150 21.0860824386848 
578000 578000 301.080581561764 31000 -10358.9707129879 -10347.3458245206 -8803.79330875318 70.710678 70.710678 150 21.0645323931198 
579000 579000 300.248710509569 31000 -10296.6193843553 -10451.7279795194 -8894.79073017251 70.710678 70.710678 150 21.0776530310164 
580000 580000 297.47594400303 31000 -10269.2200994579 -10272.4172092917 -8888.64892413205 70.710678 70.710678 150 21.0602279690951 
581000 581000 298.371797588178 31000 -10374.7666225912 -10379.585953959 -8834.18111541196 70.710678 70.710678 150 21.1079557837383 
582000 582000 301.055270181542 31000 -10346.7122254736 -10483.8776810616 -8885.85410695538 70.710678 70.710678 150 21.1807806789636 
583000 583000 298.695482816497 31000 -10371.4031466334 -10412.8000226433 -8843.85917254814 70.710678 70.710678 150 21.1808964347643 
584000 584000 297.678575620301 31000 -10429.0180432448 -10418.5264940662 -8985.30411667975 70.710678 70.710678 150 21.1984906565894 
585000 585000 299.810791403153 31000 -10348.405670427 -10404.234572218 -8935.16767993048 70.710678 70.710678 150 21.2485525766477 
586000 586000 297.25876621826 31000 -10304.3420050405 -10441.8920518002 -8877.04525232857 70.710678 70.710678 150 21.2018586493384 
587000 587000 296.536019036615 31000 -10285.2656152058 -10452.1021713219 -8980.65170768176 70.710678 70.710678 150 21.1661725712337 
588000 588000 299.069061853266 31000 -10486.327251563 -10437.1644018236 -8884.16157384543 70.710678 70.710678 150 21.1822960225138 
589000 589000 298.935137604839 31000 -10426.5483303391 -10425.0364578508 -9057.27138993571 70.710678 70.710678 150 21.143249832743 
590000 590000 299.675933394488 31000 -10412.9043748241 -10272.5617706183 -8800.3103323806 70.710678 70.710678 150 21.0675111131988 
591000 591000 300.877518946076 31000 -10447.3948708394 -10339.2217214698 -8793.04482460362 70.710678 70.710678 150 21.0948293376471 
592000 592000 298.533745589565 31000 -10380.0298357222 -10463.1754943954 -8807.33754767737 70.710678 70.710678 150 21.1046024515275 
593000 593000 300.973166251102 31000 -10399.810075961 -10335.2433444951 -8870.4369479556 70.710678 70.710678 150 21.1761303935063 
594000 594000 296.888317186444 31000 -10421.9399931991 -10344.3345134637 -8897.20563501943 70.710678 70.710678 150 21.251807571898 
595000 595000 296.830370612499 31000 -10397.6252605813 -10393.9375059423 -8926.99360558391 70.710678 70.710678 150 21.2311987332844 
596000 596000 297.838057971602 31000 -10280.5582558852 -10522.4908964223 -8896.47844999953 70.710678 70.710678 150 21.2525280647538 
597000 597000 300.745675432209 31000 -10371.1914411568 -10432.3574357565 -8891.07431708438 70.710678 70.710678 150 21.272538130638 
598000 598000 300.990858590919 31000 -10407.3388371944 -10542.445013853 -8814.01812824155 70.710678 70.710678 150 21.259333760138 
599000 599000 301.168551973765 31000 -10406.7002746373 -10285.1809036058 -8781.49721389466 70.710678 70.710678 150 21.2230812427901 
600000 600000 297.378937442716 31000 -10541.4406406657 -10422.8901510432 -8905.25812233856 70.710678 70.710678 150 21.2210874779214 
601000 601000 297.205481872392 31000 -10515.1172897425 -10417.1046479337 -8891.5186589703 70.710678 70.710678 150 21.2006932692283 
602000 602000 294.971904298998 31000 -10444.5908459527 -10322.5777355591 -8833.89043219334 70.710678 70.710678 150 21.2202519179312 
603000 603000 297.807328317812 31000 -10271.7829481958 -10385.0578269375 -8778.20247903886 70.710678 70.710678 150 21.1964938736413 
604000 604000 299.437000377504 31000 -10333.6927332161 -10421.5210292833 -8839.22990757133 70.710678 70.710678 150 21.1386482968755 
605000 605000 301.185174860259 31000 -10410.0579290896 -10350.0042384638 -9017.3439023083 70.710678 70.710678 150 21.0894166553302 
606000 606000 300.181817364897 31000 -10400.1577065601 -10378.4216809849 -8807.77970358708 70.710678 70.710678 150 21.0353416469817 
607000 607000 298.210596888578 31000 -10498.4886691499 -10269.4027757431 -8727.55178657353 70.710678 70.710678 150 20.9656363140189 
608000 608000 301.155922798503 31000 -10340.7500078629 -10482.416203667 -8826.74819374057 70.710678 70.710678 150 20.9695913376653 
609000 609000 300.927959508717 31000 -10299.4784026508 -10368.7636871978 -8846.81198494998 70.710678 70.710678 150 21.002720746295 
610000 610000 297.204572115538 31000 -10353.3481194291 -10331.9904918965 -8710.24794392959 70.710678 70.710678 150 21.0198377570999 
611000 611000 300.994953682225 31000 -10430.1461264615 -10266.2126268779 -8830.91740052099 70.710678 70.710678 150 21.090227174167 
612000 612000 300.951533214391 31000 -10302.2072437229 -10479.4691728428 -8913.54219953173 70.710678 70.710678 150 21.1893597378504 
613000 613000 299.649927292793 31000 -10341.612929703 -10451.3638269799 -8907.29972561633 70.710678 70.710678 150 21.2350279977345 
614000 614000 301.329076635851 31000 -10275.9173762704 -10298.9279144427 -8750.27292471064 70.710678 70.710678 150 21.2385042301656 
615000 615000 299.110644613766 31000 -10411.872485614 -10474.4781252637 -8925.57431639224 70.710678 70.710678 150 21.2416805279603 
616000 616000 300.199741008961 31000 -10405.6550078857 -10371.6080458577 -8805.82167885037 70.710678 70.710678 150 21.2278045627327 
617000 617000 299.562286839658 31000 -10468.6246623114 -10378.0541090288 -9002.7938782176 70.710678 70.710678 150 21.2549955017349 
618000 618000 298.972269067037 31000 -10430.3955248761 -10415.1327927248 -8881.41383458779 70.710678 70.710678 150 21.2089873637701 
619000 619000 296.963922180061 31000 -10504.928807149 -10275.9635076581 -8972.7644058641 70.710678 70.710678 150 21.1559557854468 
620000 620000 301.18582068103 31000 -10543.6654718467 -10372.1998930312 -8851.78041461749 70.710678 70.710678 150 21.0972386587553 
621000 621000 299.925206659189 31000 -10262.4014592705 -10276.3915743389 -8895.08768097823 70.710678 70.710678 150 21.0375734700639 
622000 622000 301.887905028607 31000 -10386.7923104164 -10361.8087017984 -8864.916881589 70.710678 70.710678 150 20.9746578422974 
623000 623000 298.855184795638 31000 -10357.0518110636 -10349.2682087591 -8931.90480013258 70.710678 70.710678 150 20.9302417339511 
624000 624000 298.886468136242 31000 -10360.8308749727 -10502.6458045749 -8858.31906329669 70.710678 70.710678 150 20.9193489565655 
625000 625000 297.225241199997 31000 -10284.7449851832 -10378.6703581621 -8699.34993152405 70.710678 70.710678 150 20.907647587616 
626000 626000 299.869418566823 31000 -10258.1665015789 -10353.1040830921 -8756.06795736946 70.710678 70.710678 150 20.8987435733328 
627000 627000 299.294878857273 31000 -10218.6898805571 -10496.0573869744 -8813.29481532779 70.710678 70.710678 150 21.0014899925262 
628000 628000 300.633790272216 31000 -10331.8837696669 -10446.9438043365 -8919.71303747748 70.710678 70.710678 150 21.1546600864196 
629000 629000 299.856287985205 31000 -10501.6890101165 -10324.4216333008 -8881.42674287315 70.710678 70.710678 150 21.2784239012118 
630000 630000 300.45085943849 31000 -10413.123970129 -10383.140562162 -8991.13416700538 70.710678 70.710678 150 21.3921978621734 
631000 631000 298.501474090178 31000 -10503.2210496822 -10482.0443193907 -8893.5809566059 70.710678 70.710678 150 21.4774276741038 
632000 632000 298.913477390987 31000 -10334.6443184508 -10346.3656152894 -8880.46736905022 70.710678 70.710678 150 21.4392236986591 
633000 633000 297.891208526658 31000 -10430.3958381732 -10429.0922628332 -8970.80709120898 70.710678 70.710678 150 21.3983454865659 
634000 634000 294.552097194644 31000 -10447.4382611243 -10385.9281925564 -8942.60318402101 70.710678 70.710678 150 21.4184914113823 
635000 635000 298.626264861415 31000 -10495.5154719661 -10398.1273399765 -8928.81118320079 70.710678 70.710678 150 21.3910562637711 
636000 636000 298.08802436629 31000 -10531.7376444437 -10422.7771281772 -8852.10295707235 70.710678 70.710678 150 21.2779613363756 
637000 637000 299.826234757451 31000 -10453.7819895462 -10387.5255490982 -8954.28024058098 70.710678 70.710678 150 21.231302432287 
638000 638000 300.878800990414 31000 -10416.7864725699 -10418.0717891493 -8968.79670498756 70.710678 70.710678 150 21.2007527043228 
639000 639000 298.352693085548 31000 -10497.2605131898 -10425.1955256516 -8849.80121434603 70.710678 70.710678 150 21.1527158789714 
640000 640000 300.818352549838 31000 -10277.129769029 -10357.0340106086 -8952.17461472016 70.710678 70.710678 150 21.0572153923362 
641000 641000 298.104740039292 31000 -10473.7474678896 -10390.5864070146 -8866.62996251432 70.710678 70.710678 150 21.0453409599389 
642000 642000 298.278572608313 31000 -10310.6601506575 -10407.5168463927 -8830.18091400962 70.710678 70.710678 150 21.0811029094934 
643000 643000 300.925829071913 31000 -10431.4821873139 -10466.1037110783 -8796.17952380942 70.710678 70.710678 150 21.0319410233005 
644000 644000 300.213604102229 31000 -10451.1798973566 -10432.0506975507 -8785.36947929481 70.710678 70.710678 150 21.0872398815598 
645000 645000 300.214291886949 31000 -10499.3170900442 -10440.8492243529 -8891.55552302586 70.710678 70.710678 150 21.142791718788 
646000 646000 301.994439072209 31000 -10457.5827890115 -10359.3895219971 -8991.54137613481 70.710678 70.710678 150 21.1632994055649 
647000 647000 302.42313054643 31000 -10302.1985700933 -10502.0072154922 -8815.76445194055 70.710678 70.710678 150 21.1097123330946 
648000 648000 302.078442154986 31000 -10355.1004831664 -10279.3544837904 -8746.17396580605 70.710678 70.710678 150 21.0890320949805 
649000 649000 300.219447706159 31000 -10413.394382101 -10227.0784457349 -8932.36332296207 70.710678 70.710678 150 21.0618040218329 
650000 650000 299.373280840031 31000 -10506.9598295573 -10452.6452529981 -8944.56763043001 70.710678 70.710678 150 21.0695696163606 
651000 651000 299.903448084321 31000 -10407.7577954028 -10486.0643487776 -8869.07009816012 70.710678 70.710678 150 21.1091944919365 
652000 652000 301.029441675026 31000 -10488.7404702838 -10384.4145728684 -8812.76064655956 70.710678 70.710678 150 21.1159076133409 
653000 653000 300.595637372476 31000 -10340.8259392743 -10380.5947511624 -8829.65961193344 70.710678 70.710678 150 21.1370466130379 
654000 654000 301.701534361602 31000 -10391.8570589428 -10395.808386486 -8748.4317060891 70.710678 70.710678 150 21.1386105904793 
655000 655000 299.651895626138 31000 -10520.9207997657 -10410.9616782675 -9010.89846817907 70.710678 70.710678 150 21.1869725983494 
